code,station,state,temp_min,temp_max,do_min,do_max,ph_min,ph_max,cond_min,cond_max,bod_min,bod_max,nitrate_min,nitrate_max,fecal_min,fecal_max,total_coli_min,total_coli_max,fecal_strep_min,fecal_strep_max,year,section_title
1020,"SUTLEJ AT 100M D/S BUDHA NALA CONFL., LUDHIANA",PUNJAB,18.0,31.0,1.4,4.6,7.1,7.8,611,1787,14.0,115.0,1.29,8.00,110000,310000,310000,700000,,,2018,Sutlej
1021,"SUTLEJ AT BOAT BDG. DHARMKOTNAKODAR ROAD, JALANDHA",PUNJAB,13.0,30.0,3.0,7.0,7.0,7.8,348,1240,1.0,75.0,0.80,3.00,11000,170000,35000,390000,,,2018,Sutlej
1381,"SUTLEJ AT D/S EAST BASIN, PUNJAB",PUNJAB,13.0,32.0,3.0,7.5,7.1,7.9,382,1012,4.8,30.0,1.10,1.70,2300,35000,4900,54000,,,2018,Sutlej
1691,"U/S HUSSANIWALA - H/W FEROZEPUR, PUNJAB",PUNJAB,14.0,29.0,4.9,8.0,7.2,8.3,257,480,1.0,1.9,0.40,1.00,180,930,820,2200,,,2018,Sutlej
1692,"D/S HUSSANIWALA-H/W FEROZEPUR, PUNJAB",PUNJAB,15.0,30.0,4.7,8.0,7.4,8.1,270,463,1.0,2.0,0.50,1.00,200,920,830,2100,,,2018,Sutlej
1022,"SUTLEJ AT BRIDGE HARIKE, AMRITSAR, PUNJAB",PUNJAB,11.0,34.0,4.1,7.0,7.3,8.1,261,500,2.0,6.0,0.80,1.50,1100,22000,2200,28000,,,2018,Sutlej
2915,"100 MT. D/S OF PACL, NANGAL, PUNJAB",PUNJAB,18.0,30.0,7.4,8.3,7.4,8.2,262,386,1.0,1.0,0.50,2.19,49,180,210,490,,,2018,Sutlej
1307,"CHUNT KOL (MAULANA AZAD BRIDGE), J&K",JAMMU & KASHMIR,9.0,28.0,1.4,6.0,7.3,8.0,273,575,5.0,11.3,,,,,,,,,2018,Sutlej
2614,RAVI AT CHAMERA RESERVOIR,HIMACHAL PRADESH,8.0,13.0,8.5,8.7,7.1,8.2,106,222,0.1,0.4,0.29,0.99,2,6,63,350,,,2018,Sutlej
2615,RAVI AT D/S CHAMERA III HEP,HIMACHAL PRADESH,7.0,10.0,8.7,8.9,7.4,7.8,110,200,0.1,0.6,0.28,1.11,2,7,94,170,,,2018,Sutlej
2613,RAVI AT D/S OF CHAMBA TOWN,HIMACHAL PRADESH,7.0,10.0,8.5,8.8,7.1,8.0,119,1642,0.1,0.4,0.42,1.58,2,6,70,220,,,2018,Sutlej
1097,"RAVI AT U/S OF MADHOPUR HEADWORKS, GURDASPUR, PUNJ",PUNJAB,12.0,29.0,7.2,8.6,7.4,7.9,160,210,0.0,1.0,0.20,0.90,43,63,70,120,,,2018,Sutlej
1290,"PARVATI BEFORE CONF. TO RIVER BEAS, H.P.",HIMACHAL PRADESH,4.0,12.0,6.5,10.5,7.3,8.7,67,360,0.1,0.2,0.20,1.00,21,34,130,240,,,2018,Sutlej
2605,PARVATI AT U/S MANIKARAN,HIMACHAL PRADESH,1.0,12.0,6.0,10.8,6.8,8.5,52,150,0.1,0.1,0.20,1.01,11,17,79,130,,,2018,Sutlej
2606,PARVATI AT D/S MANIKARAN,HIMACHAL PRADESH,2.0,12.0,6.5,10.7,6.7,8.3,45,172,0.1,0.1,0.20,0.94,11,22,130,170,,,2018,Sutlej
1090,"LARGI AT D/S, H.P.",HIMACHAL PRADESH,6.0,15.0,7.3,12.0,7.7,8.5,56,237,0.1,0.2,0.20,1.13,11,34,150,280,,,2018,Sutlej
1551,"RIVER SIRSA , U/S SITOMAJRI NALLAHGARH, H.P",HIMACHAL PRADESH,20.0,28.0,5.2,7.2,7.2,8.1,424,1949,0.1,4.8,0.20,8.75,2,25,20,150,,,2018,Sutlej
1552,"RIVER SIRSA , D/S NALAGARH BRIDGE, H.P",HIMACHAL PRADESH,19.0,30.0,4.2,6.9,7.3,8.8,432,2230,1.8,12.0,0.23,14.86,13,33,43,220,,,2018,Sutlej
1868,"RIVER SIRSA AT D/S NALAGARH DISTT. SOLAN, H.P.",HIMACHAL PRADESH,19.0,26.0,3.7,6.8,7.3,8.5,15,2970,1.2,12.0,0.22,9.75,17,94,40,220,,,2018,Sutlej
1869,"RIVER SWAN AT D/S NANGAL DISTT. UNA, H.P.",HIMACHAL PRADESH,5.0,23.0,6.0,7.8,7.6,8.5,205,549,0.2,0.8,0.28,1.67,2,7,63,350,,,2018,Sutlej
2616,SIUEL AT D/S SURGANI,HIMACHAL PRADESH,7.0,12.0,8.7,8.9,7.0,7.7,110,223,0.2,0.4,0.22,0.87,2,7,70,350,,,2018,Sutlej
2607,SUKETI KHAD AT D/S MANDI,HIMACHAL PRADESH,13.0,26.0,5.7,10.7,7.8,8.6,141,389,0.1,0.7,0.20,1.64,31,120,280,920,,,2018,Sutlej
2608,BINWA AT D/S PAPROLA/BAIJNATH,HIMACHAL PRADESH,11.0,17.0,7.3,8.9,6.8,8.0,53,1238,0.2,0.3,0.40,1.69,2,6,70,210,,,2018,Sutlej
2609,NEUGAL AT D/S THURAL,HIMACHAL PRADESH,11.0,18.0,7.3,7.9,7.3,8.5,89,393,0.1,0.4,0.24,1.80,2,6,63,220,,,2018,Sutlej
2610,SPITI AT KHAB,HIMACHAL PRADESH,7.0,13.0,9.5,10.0,7.3,8.5,104,292,0.2,1.7,0.09,1.27,4,26,9,84,,,2018,Sutlej
2612,BASPA AT U/S RESERVOIR BASPA PROJECT,HIMACHAL PRADESH,7.0,14.0,9.1,10.0,7.0,8.6,63,230,0.1,1.5,0.20,0.70,9,33,43,280,,,2018,Sutlej
1306,"GAWKADAL, SRG (SHERGHARI, SRG), J&K",JAMMU & KASHMIR,7.0,29.0,4.0,8.2,7.5,8.0,190,359,1.9,4.2,,,,,,,,,2018,Sutlej
1304,"JHELUM AT ANANTNAG D/S, J&K",JAMMU & KASHMIR,9.0,24.0,4.6,9.7,7.5,7.9,219,391,2.0,5.2,,,,,,,,,2018,Sutlej
1410,"JHELUM AT DALAGATE (INLET), SRINAGAR, J&K",JAMMU & KASHMIR,8.0,26.0,4.8,9.3,7.5,8.0,187,332,2.4,3.9,,,,,,,,,2018,Sutlej
1411,"JHELUM AT CHATTABAL WEIR (OUTLET), J&K",JAMMU & KASHMIR,7.0,25.0,4.7,9.0,7.4,7.9,197,355,1.3,3.8,,,,,,,,,2018,Sutlej
3272,RIVER JHELUM AT VERINAG,JAMMU & KASHMIR,10.0,20.0,7.2,9.0,7.4,8.2,193,305,0.4,1.0,,,,,,,,,2018,Sutlej
3273,"RIVER JHELUM AT SANGAM, CONFLUENCE POINT OF VISHAV",JAMMU & KASHMIR,9.0,24.0,5.1,9.8,7.4,7.7,163,317,2.1,25.4,,,,,,,,,2018,Sutlej
3276,"JHELUM RIVER ATSPORE, CONFLUENCE POINT OF WULAR LAKE",JAMMU & KASHMIR,6.0,25.0,4.5,9.0,7.5,8.1,130,343,1.3,2.8,,,,,,,,,2018,Sutlej
3277,JHELUM RIVER ATBARAMULLA D/S,JAMMU & KASHMIR,7.0,25.0,4.5,8.8,7.4,8.0,153,340,1.5,3.5,,,,,,,,,2018,Sutlej
3274,JHELUM RIVER AT AWANTIPORA,JAMMU & KASHMIR,9.0,24.0,5.8,9.3,7.2,7.8,161,318,1.6,3.0,,,,,,,,,2018,Sutlej
3275,JHELUM RIVER AT PAMPORE,JAMMU & KASHMIR,8.0,24.0,4.5,9.5,7.3,7.8,162,341,1.7,2.5,,,,,,,,,2018,Sutlej
2755,"BANGANGA (BATHING GHAT), KATRA, J&K",JAMMU & KASHMIR,14.0,24.0,5.2,7.9,7.8,8.5,390,835,1.8,2.6,0.19,5.82,,,,,,,2018,Sutlej
2756,BANGANGA (IN FRONT OF PONY SHED NEAR REASI BRIDGE),JAMMU & KASHMIR,14.0,25.0,4.8,8.0,8.1,8.4,380,692,2.0,5.7,0.26,6.91,,,,,,,2018,Sutlej
2752,"SAMBA (BELOW NH-1A BRIDGE), BASANTAR US (R.H.S)",JAMMU & KASHMIR,15.0,27.0,6.2,8.8,8.4,8.8,408,480,1.8,2.2,0.01,2.37,,,,,,,2018,Sutlej
2753,"SAMBA (AT CHAK MANGA GUJJAR BASANTAR)D/S(R.H.S.),",JAMMU & KASHMIR,15.0,27.0,5.0,8.0,7.4,8.4,384,4704,2.4,4.6,0.01,0.14,,,,,,,2018,Sutlej
2748,"L.H.S.(BELOW BRIDGE CHENAB), J&K",JAMMU & KASHMIR,7.0,16.0,8.0,9.0,7.6,7.9,130,219,0.0,1.9,0.01,0.54,,,,,,,2018,Sutlej
2749,"BLIND CURVE SHAMSHAN GHAT (1.5 KM U/S FROM SPOT),",JAMMU & KASHMIR,7.0,16.0,8.0,9.3,7.6,8.0,132,217,0.0,1.8,0.02,0.55,,,,,,,2018,Sutlej
2750,"CHADRA GAON VIEW POINT(4 KM U/S FROM SPOT), J&K",JAMMU & KASHMIR,7.0,16.0,7.4,9.4,7.5,7.9,130,224,0.0,1.8,0.02,0.67,,,,,,,2018,Sutlej
2751,JAL PATAN MANDIR AFTER MEETING WITH MAIN DRAIN,JAMMU & KASHMIR,7.0,16.0,6.9,8.3,7.5,8.1,140,224,1.0,2.4,0.03,6.45,,,,,,,2018,Sutlej
2754,RIVER DEVAK UDHAMPUR(NEAR SHIV MANDIRD/S)L.H.S.,JAMMU & KASHMIR,15.0,24.0,5.6,8.3,7.4,8.3,420,630,6.0,10.4,0.04,4.19,,,,,,,2018,Sutlej
2757,"RIVER DEVAK AT UTTERBEHNI, J&K",JAMMU & KASHMIR,15.0,24.0,5.6,8.0,7.4,8.1,380,470,1.4,2.2,0.30,4.30,,,,,,,2018,Sutlej
3278,LIDDER NALLAH AT LARIPORA,JAMMU & KASHMIR,3.0,16.0,7.2,11.0,7.3,8.2,47,243,0.4,0.8,,,,,,,,,2018,Sutlej
3279,LIDDER NALLAH AT CLUB PARK,JAMMU & KASHMIR,5.0,16.0,7.4,10.8,7.4,8.2,125,230,0.5,1.0,,,,,,,,,2018,Sutlej
3280,LIDDER NALLAH AT BUS ADDA,JAMMU & KASHMIR,4.0,15.0,7.4,11.1,7.3,8.1,132,237,0.7,1.3,,,,,,,,,2018,Sutlej
3281,"LIDDER NALLAH AT YANEER, D/S OF PHALGUM",JAMMU & KASHMIR,3.0,16.0,7.5,10.5,7.4,8.5,76,171,0.5,1.2,,,,,,,,,2018,Sutlej
3282,"LIDDER NALLAH NERA BUMZOO, ANANTNAG",JAMMU & KASHMIR,3.0,17.0,7.5,11.0,7.5,8.6,97,227,0.9,1.2,,,,,,,,,2018,Sutlej
3283,SINDH RIVER AT SONAMARG U/S,JAMMU & KASHMIR,4.0,12.0,7.8,10.5,7.4,8.1,245,399,0.4,0.9,,,,,,,,,2018,Sutlej
3284,SINDH RIVER AT SONAMARG D/S,JAMMU & KASHMIR,3.0,12.0,7.8,9.2,7.4,8.1,228,405,0.5,0.9,,,,,,,,,2018,Sutlej
3285,SINDH RIVER AT WAIL BRIDGE,JAMMU & KASHMIR,3.0,16.0,7.2,9.7,7.3,8.2,159,302,0.7,1.3,,,,,,,,,2018,Sutlej
3286,SINDH RIVER AT DUDERHAMA,JAMMU & KASHMIR,6.0,26.0,7.3,9.8,7.3,8.1,165,345,1.0,2.0,,,,,,,,,2018,Sutlej
3287,"SINDH RIVER AT RANGIL, SRINAGAR",JAMMU & KASHMIR,3.0,17.0,6.5,10.2,7.4,8.4,161,339,0.5,1.6,,,,,,,,,2018,Sutlej
2742,SHETALI LIFTING POINT NAGROTA(5KM U/S TAWI BRIDGE),JAMMU & KASHMIR,13.0,22.0,6.5,8.2,7.6,8.4,190,380,1.0,1.1,0.01,1.02,,,,,,,2018,Sutlej
2743,BAGH-E-BAHU LIFTING POINT(1 KM U/S TAWI BRIDGE),JAMMU & KASHMIR,14.0,22.0,7.2,9.2,8.0,8.4,220,420,1.0,3.2,0.03,0.08,,,,,,,2018,Sutlej
2744,"BELOW TAWI BRIDGE, J&K",JAMMU & KASHMIR,14.0,22.0,6.3,7.2,8.3,8.6,280,437,1.7,6.0,0.02,5.53,,,,,,,2018,Sutlej
2746,"BELICHARANA(4KM D/S TAWI BRIDGE), J&K",JAMMU & KASHMIR,15.0,23.0,7.0,7.9,8.0,8.3,260,467,1.2,8.2,0.03,0.45,,,,,,,2018,Sutlej
2745,"BAGHWATI NAGAR (2KM D/S TAWI BRIDGE), J&K",JAMMU & KASHMIR,15.0,15.0,8.1,8.1,8.3,8.3,490,490,1.0,1.0,0.04,0.04,,,,,,,2018,Sutlej
2742,SHETALI LIFTING POINT NAGROTA(5KM U/S TAWI BRIDGE),JAMMU & KASHMIR,13.0,22.0,6.5,8.2,7.6,8.4,190,380,1.0,1.1,0.01,1.02,,,,,,,2018,Sutlej
2743,BAGH-E-BAHU LIFTING POINT(1 KM U/S TAWI BRIDGE),JAMMU & KASHMIR,14.0,22.0,7.2,9.2,8.0,8.4,220,420,1.0,3.2,0.03,0.08,,,,,,,2018,Sutlej
2744,"BELOW TAWI BRIDGE, J&K",JAMMU & KASHMIR,14.0,22.0,6.3,7.2,8.3,8.6,280,437,1.7,6.0,0.02,5.53,,,,,,,2018,Sutlej
2745,"BAGHWATI NAGAR (2KM D/S TAWI BRIDGE), J&K",JAMMU & KASHMIR,15.0,15.0,8.1,8.1,8.3,8.3,490,490,1.0,1.0,0.04,0.04,,,,,,,2018,Sutlej
2746,"BELICHARANA(4KM D/S TAWI BRIDGE), J&K",JAMMU & KASHMIR,15.0,23.0,7.0,7.9,8.0,8.3,260,467,1.2,8.2,0.03,0.45,,,,,,,2018,Sutlej
2747,SURAJPUR CHATHA(10 KM D/S TAWI BRIDGE)BELOW BRIDGE,JAMMU & KASHMIR,14.0,23.0,6.8,8.0,7.9,8.3,250,448,1.0,2.6,0.04,0.41,,,,,,,2018,Sutlej
2758,"RIVER UJH AT DAM SITE(L.H.S.), KATHUA, J&K",JAMMU & KASHMIR,10.0,24.0,7.6,8.7,7.6,8.4,187,345,0.8,1.4,0.30,1.03,,,,,,,2018,Sutlej
1491,BHAGIRATHI AT GANGOTARI,UTTARAKHAND,_,_,8.8,8.8,7.1,7.1,110,110,BDL,BDL,0.55,0.55,7,7,170,170,,,2018,Ganga
1485,MANDAKINI B/C ALAKLNADA AT RUDRAPRAYAG,UTTARAKHAND,15.0,19.0,9.0,9.6,7.0,8.0,100,100,BDL,1.0,0.30,0.30,450,450,2,4900,,,2018,Ganga
1484,ALAKNANDA B/C MANDAKINI AT RUDRA PRAYAG,UTTARAKHAND,15.0,19.0,8.8,9.4,7.1,7.9,151,151,BDL,1.0,0.10,0.30,2300,2300,2,7000,,,2018,Ganga
1486,ALAKNANDA A/C MANDAKINI AT RUDRAPRAYAG,UTTARAKHAND,15.0,18.0,8.6,9.8,7.2,8.1,145,145,1.0,1.0,_,_,780,780,2,24000,,,2018,Ganga
1488,BHAGIRATHI B/C WITH ALAKNANDA AT DEVPRAYAG,UTTARAKHAND,16.0,18.0,8.2,9.6,7.2,8.2,154,154,BDL,1.0,0.20,0.20,36,36,2,630,,,2018,Ganga
1487,ALAKNANDA B/C TO BHAGIRATHI AT DEVPRAYAG,UTTARAKHAND,16.0,19.0,8.6,9.4,7.2,8.1,145,145,BDL,1.0,0.30,0.30,780,780,2,24000,,,2018,Ganga
1489,ALAKNANDA A/C WITH BHAGIRATHI AT DEVPRAYAG,UTTARAKHAND,16.0,19.0,9.0,9.6,7.2,8.0,152,152,BDL,1.0,0.20,0.20,490,490,2,2400,,,2018,Ganga
20048,SWARG-ASHRAM -1,UTTARAKHAND,_,_,_,_,7.3,7.6,_,_,8.0,12.0,_,_,_,_,_,_,,,2018,Ganga
1060,GANGA AT RISHIKESH U/S,UTTARAKHAND,16.0,22.0,9.6,10.4,7.3,7.8,_,_,1.0,1.0,_,_,_,_,26,70,,,2018,Ganga
20049,LAKKAR GHAT-OXIDATION PONDS,UTTARAKHAND,_,_,_,_,7.7,7.9,_,_,30.0,36.0,_,_,_,_,_,_,,,2018,Ganga
10147,RIVER GANGA D/S RISHIKESH,UTTARAKHAND,16.0,21.0,9.2,9.8,7.4,7.9,_,_,1.0,1.0,_,_,_,_,40,110,,,2018,Ganga
2725,"GANGA AT A/C OF RIVER SONG NEAR SATYANARAYAN TEMPLE D/S RAIWALA, DEHRADUN",UTTARAKHAND,16.0,22.0,8.4,9.4,7.5,7.9,_,_,1.0,1.2,_,_,_,_,110,350,,,2018,Ganga
10148,RIVER GANGA AT HAR KI PAURI GHAT,UTTARAKHAND,16.0,21.0,8.8,10.0,7.4,8.4,_,_,1.0,1.0,_,_,_,_,60,170,,,2018,Ganga
1061,GANGA AT HARIDWAR D/S,UTTARAKHAND,16.0,21.0,8.6,10.6,7.7,8.3,_,_,1.0,1.2,_,_,_,_,220,350,,,2018,Ganga
20050,JAGJITPUR,UTTARAKHAND,_,_,_,_,7.2,8.2,_,_,8.8,12.0,_,_,_,_,_,_,,,2018,Ganga
2727,UPPER GANGA RIVER D/S ROORKEE,UTTARAKHAND,16.0,20.0,8.2,9.6,7.6,8.3,_,_,1.0,1.0,_,_,_,_,110,220,,,2018,Ganga
10150,"MADHYA GANGA BARRAGE, BIJNORE",UTTAR PRADESH,_,_,8.6,9.3,7.1,7.6,80,192,0.9,1.9,_,_,_,_,_,_,,,2018,Ganga
1062,GANGA AT GARHMUKTESHWAR,UTTAR PRADESH,18.0,27.0,7.1,9.1,6.8,7.8,180,257,2.1,3.2,0.50,0.62,220,420,410,630,,,2018,Ganga
10149,GHARMUKTESHWAR,UTTAR PRADESH,18.0,34.0,7.4,9.4,7.0,7.5,160,259,2.0,3.0,0.50,0.60,110,310,370,550,,,2018,Ganga
2488,"GANGA U/S, ANOOPSHAHAR",UTTAR PRADESH,16.0,25.0,7.2,9.8,7.1,7.5,230,242,1.6,2.8,0.54,0.64,220,350,410,550,,,2018,Ganga
2489,"GANGA D/S, ANOOPSHAHAR",UTTAR PRADESH,18.0,25.0,7.0,10.3,7.3,7.6,230,244,1.4,3.0,0.42,0.56,210,310,410,550,,,2018,Ganga
1145,GANGA AT NARORA (BULANDSAHAR),UTTAR PRADESH,2.0,24.0,7.0,10.2,7.2,7.6,224,240,1.6,2.9,0.45,0.72,210,410,350,650,,,2018,Ganga
2490,"GANGA AT KACHHLA GHAT, ALIGARH",UTTAR PRADESH,16.0,25.0,7.1,10.3,7.0,7.6,230,238,1.4,3.1,0.44,0.58,150,270,350,550,,,2018,Ganga
10151,FARRUKABAD,UTTAR PRADESH,19.0,33.0,6.5,10.4,7.6,8.4,185,309,2.2,2.7,_,_,1300,2100,2200,3100,,,2018,Ganga
1063,GANGA AT KANNAUJ U/S (RAJGHAT),UTTAR PRADESH,14.0,33.0,6.0,11.6,7.6,8.7,218,447,2.9,4.6,_,_,2000,3300,3300,4600,,,2018,Ganga
1066,GANGA AT KANNAUJ D/S,UTTAR PRADESH,14.0,33.0,5.8,11.2,7.6,8.8,209,503,3.3,5.0,_,_,2100,3400,4000,5600,,,2018,Ganga
1146,GANGA AT BITHOOR (KANPUR),UTTAR PRADESH,15.0,32.0,6.7,11.6,7.8,8.7,202,413,2.8,3.8,_,_,2000,3100,3500,5200,,,2018,Ganga
