code,station,state,temp_min,temp_max,do_min,do_max,ph_min,ph_max,cond_min,cond_max,bod_min,bod_max,nitrate_min,nitrate_max,fecal_min,fecal_max,total_coli_min,total_coli_max,fecal_strep_min,fecal_strep_max,year,section_title,21,22,23
1613,"KOLAR DAM WATER SUPPLY INTAKE WELL, DISTT. SEHORE,",MADHYA PRADESH,,,,7.3,8.1,7.4,8.6,214,837,0.8,,2.1,0,,0.9,,,,2016,Tons,34,,130
2388,KONAR AT TILAYA DAM,JHARKHAND,20,33,,7,8.7,7.2,7.5,,,1.1,,3.4,0,,0,,,,2016,Tons,,,
2389,KONAR AT KONAR DAM,JHARKHAND,21,33,,7,8.6,6.8,7.5,,,1.3,,3.6,0,,0,,,,2016,Tons,,,
3137,KOSHI AT BEERPUR,BIHAR,14,35,,6.6,8.9,7.2,7.8,227,506,2.2,,2.9,0,,0,800,,2600,2016,Tons,2200,,5000
2731,KOSI AT KASHIPUR BAJPUR ROAD BRIDGE,UTTARAKHAND,21,32,,6.2,6.8,7.2,7.6,280,372,2.4,,6.4,0,,0,,,,2016,Tons,,,
3315,"KSHIPRA AT GAUGHAT, UJJAIN",MADHYA PRADESH,22,31,,6.5,8,7.4,8.4,493,1442,1.6,,11,0.7,,3.3,6,,500,2016,Tons,27,,1600
3316,"KSHIPRA AT U/S OF MAHIDPUR CITY, UJJAIN",MADHYA PRADESH,26,27,,6.8,7.8,7,8.9,600,1336,2,,8,0.5,,3.7,14,,600,2016,Tons,40,,1600
3317,"KSHIPRA AT W/S INTAKE POINT OF DEWAS, UJJAIN",MADHYA PRADESH,21,28,,5.9,7.8,7.4,8.7,330,982,1.5,,4,0.2,,2.7,3,,30,2016,Tons,110,,280
1372,MANDAKINI AT CHITRAKUT,MADHYA PRADESH,17,36,,5.9,9.6,7.5,8.3,4,4,1.1,,5.8,0,,0,,,,2016,Tons,540,,4000
3311,"JAMUNI U/S BARIYAGHAT NEAR INTAKE POINT, TIKAMGARH",MADHYA PRADESH,21,34,,6.9,8,7.8,8.4,129,492.6,0.6,,1.6,0,,0,,,,2016,Tons,0,,29
3326,"SIMRAR AT KATNI NEAR ACC W/S INTAKE POINT, JABLAPUR",MADHYA PRADESH,17,28,,6,8,7.2,8.3,244,710,1,,3.9,0,,1.7,2.0,,14,2016,Tons,0,,43
3131,U/S MANUSMAR RIVER AT BAKHARI RIGA,BIHAR,15,32,,7,8.6,7,8.6,246,473,2,,2.9,0,,0,500,,2300,2016,Tons,1300,,5000
2379,NALKARI TRIBUTARY AT PATRATU,JHARKHAND,22,34,,3,4.2,6.5,7.8,,,2.2,,3.8,0,,0,,,,2016,Tons,,,
2736,"NANDAUR U/S SITARGANJ INDUSTRIAL AREA, US NAGAR",UTTARAKHAND,26,32,,3.4,7.8,7.1,7.5,190,380,2.2,,4.8,0,,0,,,,2016,Tons,,,
2737,"NANDAUR D/S SITARGANJ INDUSTRIAL AREA, US NAGAR",UTTARAKHAND,27,30,,5.8,6.8,7.1,7.4,186,340,3,,4,0,,0,,,,2016,Tons,,,
3319,"NEWAJ W/S INTAKE POINT, SHUJALPUR, UJJAIN",MADHYA PRADESH,21,28,,6,7.4,7.4,8.8,248,930,2,,4,0.8,,2.8,2,,30,2016,Tons,60,,300
2730,PILKHAR AFTER BILASPUR RAMPUR,UTTARAKHAND,26,32,,4.8,5.8,7.2,8.5,370,780,4,,7.2,0,,0,,,,2016,Tons,,,
3119,POONPUN NEAR POONPUN RAIL BRIDGE,BIHAR,12,30,,6.5,9.6,7,8.6,224,632,2.1,,3.3,0,,0,800,,3000,2016,Tons,2200,,9000
3120,POONPUN NEAR KINZER ROAD BRIDGE,BIHAR,14,32,,6.5,10,7.1,8.5,226,575,2,,3,0,,0,700,,2200,2016,Tons,1700,,7000
3130,RAMREKHA U/S HARINAGAR,BIHAR,16,32,,6.9,8,7.1,7.9,275,466,2,,2.8,0,,0,700,,2600,2016,Tons,1300,,4700
3134,"SIKRAHNA AT LAUREA, HARINAGAR ROAD BRIDGE",BIHAR,17,36,,7,8.6,7.2,7.8,247,633,2,,3,0,,0,800,,2700,2016,Tons,2800,,5000
3136,SIRSA D/S RAXAUL (KOERIA TOLA),BIHAR,16,36,,2.8,6.3,7.2,7.8,261,772,2.3,,20,0,,0,2100,,9000,2016,Tons,4700,,24000
3328,"TONS AT MADHAVGARH, NEAR PHED W/S INTAKE POINT, SATNA",MADHYA PRADESH,17,37,,5.8,8.6,6.3,8.2,0.8,1.0,1.1,,2.4,0,,0,,,,2016,Tons,26,,180
3329,"TONS AT CHAKGHAT NEAR W/S PUMPING STATION, REWA",MADHYA PRADESH,20,30,,6.7,7.8,7.2,7.7,343,769,1.5,,1.9,0.1,,1.5,6,,14,2016,Tons,21,,90
1143,TONS AT CHAKGHAT,MADHYA PRADESH,19,31,,6,7.8,7.5,7.8,61,1396,1.5,,2.5,0.7,,2.8,6,,33,2016,Tons,33,,300
1144,TONS AT MADHAVGARH,MADHYA PRADESH,17,36,,5.7,7.7,6.1,8.6,2,859,1,,3.5,0,,0,,,,2016,Tons,34,,160
2382,DAMODAR AT PHUSRO ROAD BRIDGE,JHARKHAND,26,26,7.2,7.2,7.3,7.3,,,2.8,2.8,0,0,,,,,,,2016,Tons,,,
2383,DAMODAR U/S JAMADOVA,JHARKHAND,20,28,7.5,7.6,7.4,7.5,,,1.8,1.9,0,0,,,,,,,2016,Tons,,,
2384,DAMODAR D/S SINDRI,JHARKHAND,20,29,7.3,7.6,7.5,7.5,,,2,2.1,0,0,,,,,,,2016,Tons,,,
2391,DAMODAR AT PANCHET DAM,JHARKHAND,21,26,7.5,7.8,7.5,7.6,,,1.4,1.6,0,0,,,,,,,2016,Tons,,,
1331,DAMODAR AT DISHERGARH VILL.(NR.BIHAR-WEST BENGAL BORDER),WEST BENGAL,20,31,6.3,12,7.4,8.1,163,374,1.1,7.9,0.1,1.2,500,90000,700,160000,,,2016,Tons,,,
1332,DAMODAR AT D/S OF IISCO AFTER 3RD OUTFALL AT DHENNA VILLAGE,WEST BENGAL,21,32,6.6,12,7.1,8.3,179,367,1.1,4.3,0.2,0.7,200,35000,400,160000,,,2016,Tons,,,
1333,DAMODAR AT NARAINPUR A/C OF NUNIA NALLAH,WEST BENGAL,22,34,4.7,15,7.1,8.4,312,455,2,8.9,0.3,1,400,22000,2200,90000,,,2016,Tons,,,
1334,DAMODAR NEAR MUJHER MANA VILLAGE A/C OF TAMLA NALLAH,WEST BENGAL,21,34,4.9,8.7,7.1,8.4,198,914,1.1,4.7,0.1,1.4,800,24000,1300,90000,,,2016,Tons,,,
1335,"HOOGHLY, DURGACHAK, NEAR PATHIKALI",WEST BENGAL,23,32,5.4,8.1,7.5,8.2,1397,22600,0.7,4,0.1,0.5,2700,28000,11000,160000,,,2016,Tons,,,
2527,"DAMODAR,WATER INTAKE POINT FOR BURDWAN TOWN",WEST BENGAL,21,36,6.5,11.3,7.4,8.3,176,400,1.2,5.6,0.2,0.9,200,17000,400,160000,,,2016,Tons,,,
2392,BARAKAR AT MAITHAN DAM,JHARKHAND,23,28,7.4,7.7,7.5,7.6,,,1.2,1.4,0,0,,,,,,,2016,Tons,,,
1336,BARAKAR AT ASANSOL (WATER INTAKE POINT),WEST BENGAL,21,31,6,11.8,7.2,8.2,149,290,1,5.7,0.2,1.1,1200,30000,1700,50000,,,2016,Tons,,,
2390,KONAR AT TENUGHAT DAM,JHARKHAND,27,27,7.7,7.7,7.5,7.5,,,1.3,1.3,0,0,,,,,,,2016,Tons,,,
2509,"RUPNARAYAN , D/S AT KOLAGHAT, NEAR KOLAGHAT RAIL BRIDGE NO.3",WEST BENGAL,22,34,5.7,7.9,7.5,8.2,208,5590,0.3,2.2,0.2,0.6,2200,22000,3300,160000,,,2016,Tons,,,
1337,RUPNARAYAN B/C TO RIVER GANGA NEAR GEONKHALI,WEST BENGAL,21,32,4.8,8.5,7.8,8.5,372,12200,0.4,2.9,0.2,0.7,5000,30000,8000,160000,,,2016,Tons,,,
2541,DWARAKESHWAR WATER INTAKE POINT FOR BANKURA TOWN,WEST BENGAL,22,33,6,9.5,7.2,8.3,128,578,1,4.4,0.1,1.3,100,35000,400,160000,,,2016,Tons,,,
2531,"DWARKA, U/S OF TARAPITH AT SADHAK BAMDEB GHAT",WEST BENGAL,19,36,3,12.4,6.8,8.7,110,1016,2.1,10,0,1.2,1100,35000,1700,160000,,,2016,Tons,,,
2532,"DWARKA , D/S OF TARAPITH, AT SATIGHAT",WEST BENGAL,19,37,4.8,12.2,6.7,8.8,101,955,2.6,10,0,1.2,800,90000,1300,160000,,,2016,Tons,,,
2508,"SILABATI, D/S AT GHATAL",WEST BENGAL,22,36,4.7,8.3,6.9,8.1,142,1677,0.6,3.8,0.1,0.6,5000,24000,11000,160000,,,2016,Tons,,,
2514,"JALANGI, D/S OF KRISHNA NAGAR",WEST BENGAL,21,34,1.6,9.8,7.1,8.3,244,662,0.8,8.3,0.1,0.9,70000,170000,110000,280000,,,2016,Tons,,,
1764,CHURNI D/S OF SANTIPUR TOWN,WEST BENGAL,22,34,1.8,7.3,7.1,8.1,182,693,3.3,10,0.3,1.7,80000,500000,130000,1600000,,,2016,Tons,,,
2518,"CHURNI, MAJHADIA",WEST BENGAL,22,32,0.2,6.8,7.2,8.3,226,691,2,8.3,0.3,1,11000,280000,21000,350000,,,2016,Tons,,,
2517,"MATHA BHANGA, GOBINDAPUR",WEST BENGAL,22,32,0.4,6.3,7.3,8.1,238,685,2.6,7.9,0.1,0.7,22000,220000,33000,280000,,,2016,Tons,,,
2534,"MAYURAKSHI, WATER INTAKE POINT FOR SURI TOWN",WEST BENGAL,20,33,5.1,10.2,6.9,8.2,119,193,1,4.5,0.1,0.9,200,13000,400,24000,,,2016,Tons,,,
2507,"KANSI, D/S MIDNAPORE, NEAR NEW HANUMAN MANDIR, GANDHIGHAT",WEST BENGAL,24,36,5.6,11.2,6.8,9,128,355,1.6,7.9,0.1,0.5,1700,30000,2600,90000,,,2016,Tons,,,
1946,MAHANANDA AT SILIGURI,WEST BENGAL,14,30,3.3,8.7,6.5,7.9,99,202,1.3,6,0.2,0.6,1700,40000,3300,110000,,,2016,Tons,,,
2525,"MAHANANDA D/S, RAMGHAT",WEST BENGAL,12,34,1.2,6.2,6.8,7.8,102,489,2.4,25,0.2,0.5,50000,1400000,110000,2800000,,,2016,Tons,,,
2572,"MAHANANDA AT THAKURGANJ, KISHANGANJ ROAD BRIDGE",BIHAR,14,28,6.1,8.5,6.5,7.6,107,425,2,28,0,0,800,3000,2400,9000,,,2016,Tons,,,
2549,"VINDYADHARI, U/S HAROA BRIDGE",WEST BENGAL,21,33,0.4,2.2,7.5,8,601,7917,5,45,0.5,1.2,22000,300000,50000,500000,,,2016,Tons,,,
2550,VINDYADHARI D/S MALANCHA BURNING GHAT,WEST BENGAL,21,39,0.6,4.1,7.4,8,2416,25160,7,27,0.4,0.9,11000,80000,14000,130000,,,2016,Tons,,,
2381,BOKARO AT JARANDI,JHARKHAND,28,28,6.7,6.7,7.3,7.3,,,2.5,2.5,0,0,,,,,,,2016,Tons,,,
1260,BRAHAMPUTRA AT KHERGHAT (A/C WITH DIBANG & DIHANG),ASSAM,19,28,5.8,9,6.8,8.2,76,271,0.5,2.5,0.1,2.1,,2.0,1500,910,120000,,2016,Brahamputra -,,,
1030,BRAHAMPUTRA AT DIBRUGARH,ASSAM,18,30,6.1,10.5,7.2,8.2,71,260,0.6,2.6,0.1,0.3,,300,2000,360,7500,,2016,Brahamputra -,,,
1262,BRAHAMPUTRA AT NIMATIGHAT,ASSAM,14,28,5.3,7.8,7.1,8,74,156,1,3.9,0.1,0.5,,300,1500,910,24000,,2016,Brahamputra -,,,
1526,BRAHMPUTRA AT DHENUKHAPAHAR,ASSAM,19,26,6.3,8.4,6.9,8,74,241,0.7,4.8,0.2,1.2,,2.0,2000,730,29000,,2016,Brahamputra -,,,
1031,BRAHAMPUTRA AT PANDU,ASSAM,20,32,6.4,7.6,7.1,8.1,66,152,0.8,2.7,0.1,1.5,,360,2800,720,29000,,2016,Brahamputra -,,,
2066,BRAHMAPUTRA AT DHUBRI,ASSAM,21,31,4.7,6.6,6.9,7.9,93,151,1,3,0.1,0.4,,360,2100,1500,46000,,2016,Brahamputra -,,,
1299,BRAHAMPUTRA AT JOGIJHOGA NEAR BRIDGE,ASSAM,21,32,5.2,6.3,7.2,8.3,104,183,0.9,2.5,0.1,0.3,,300,1500,1400,21000,,2016,Brahamputra -,,,
2069,"BRAHMPUTRA NEAR WATER INTAKE POINT AT KACHARIGHAT, PANBAZAR, GUWAHATI",ASSAM,20,28,6.2,8.2,7.1,8.4,84,153,0.4,2.4,0.1,0.6,,300,4300,1500,120000,,2016,Brahamputra -,,,
2064,"BRAHMAPUTRA RIVER AT CHANDRAPUR, GUWAHATI",ASSAM,21,29,5.9,8,6.5,8.1,54,104,0.7,4.7,0.1,2,,300,2100,1500,110000,,2016,Brahamputra -,,,
2067,"BRAHMPUTRA RIVER AT SUALKUCHI, DIST. KAMRUP",ASSAM,21,34,4.9,8.1,7.2,8.4,88,216,0.6,4.5,0.1,0.6,,300,1100,1400,110000,,2016,Brahamputra -,,,
2068,"KATHAKAL, U/S AT MATIJURI, DIST. HAILAKANDI",ASSAM,21,27,5.4,5.9,6.8,8.3,54,142,0.7,2.8,0.1,2.7,,2.0,2100,730,9300,,2016,Brahamputra -,,,
1259,DHANSIRI AT GOLAGHAT,ASSAM,18,28,5.3,8.4,6.8,8.4,74,171,0.9,2.6,0.1,2.9,73,3400,910,21000,,,2016,Dhansiri,,,
1796,"DHANSIRI, FULL NAGARJAN",NAGALAND,17,32,0.7,6.8,7,8.4,72.5,634,1,8,0,1.2,,,,,,,2016,Dhansiri,,,
1797,"DHANSIR,BRIDGE NEAR PURANA BAZAAR",NAGALAND,18,33,0.7,6.7,7,7.8,77.2,258,1,10,0,1.5,,,,,,,2016,Dhansiri,,,
1798,NEAR CHECK GATE (DIMAPUR KHUTKHUTI ROAD),NAGALAND,18,34,0.8,7.5,7,7.7,6,257,0.7,9,0,1.3,,,,,,,2016,Dhansiri,,,
1799,"DHANSIR, TOWN BOUNDARY BRIDGE (DIPHU ROAD)",NAGALAND,16,31,0.6,6.6,6.5,7.7,70.3,212,1,8,0,1.6,,,,,,,2016,Dhansiri,,,
1800,"DHANSIR, NUTON BASTI",NAGALAND,16,32,0.2,4.5,6.5,7.7,91.9,442,3,50,0,12,,,,,,,2016,Dhansiri,,,
1928,"DHANSIRI AT NAGALAND-ASSAM BORDER, DIMAPUR",NAGALAND,18,33,0.2,5.3,7,8.1,85,436,2,25,0,2.1,,,,,,,2016,Dhansiri,,,
1929,"CHATHE AT MEDZIPHEMA, DIMAPUR",NAGALAND,20,32,0.8,7.1,7.4,9,,63.4  149.4,2,7,0,21,,,,,,,2016,Dhansiri,,,
1930,DZU D/S KOHIMA TOWN,NAGALAND,14,27,1.1,7.2,7.5,9.2,192,624,2,7,0,53,,,,,,,2016,Dhansiri,,,
2240,BARAK D/S OF SILCHAR,ASSAM,24,29,5.5,5.9,6.8,7.8,41,170,1.1,4.2,0.1,1.2,300,1100,910,110000,,,2016,Dhansiri,,,
2238,BEKI AT NH-37 CROSSING AT BARPETA ROAD,ASSAM,20,30,5,6,7.3,8.3,71,315,0.9,3.5,0.1,1.2,2.0,16000,2.0,7500,,,2016,Dhansiri,,,
1528,BHARALU AT GUWAHATI,ASSAM,20,32,0,0.3,6.9,7.6,238,794,8.2,52,0.8,8.9,720,240000,3500,240000,,,2016,Dhansiri,,,
1527,BHOGDOI AT JORHAT,ASSAM,17,31,4.5,6.2,6.7,8,59,134,1,4.5,0.1,1.1,720,3900,3500,110000,,,2016,Dhansiri,,,
2233,"BOGINADI NEAR BRIDGE NH-52, LAKHIMPUR",ASSAM,12,32,6.8,8.6,7,8.2,46,109,0.5,2.8,0.1,0.2,2.0,910,700,240000,,,2016,Dhansiri,,,
1423,BORAK AT PANCHAGRAM,ASSAM,20,27,5.5,5.9,6.8,8,46,122,0.7,3.5,0.1,2.5,300,2900,910,120000,,,2016,Dhansiri,,,
1422,BURHIDIHING AT MARGHERITA,ASSAM,19,31,4.2,9.5,6.8,7.9,52,219,0.6,4,0.1,1.1,2.0,1000,360,21000,,,2016,Dhansiri,,,
2230,BURHIDIHING AT DULIAJAN (INTAKE POINT OF OIL INDIA LTD.),ASSAM,18,29,4.5,8.4,6.8,8.1,56,186,0.6,2.6,0.1,0.8,2.0,910,1000,21000,,,2016,Dhansiri,,,
2062,BURIDIHING D/S NEAR DULIAJAN TINSUKIA,ASSAM,18,31,6.1,9.2,7.1,8.1,56,186,0.6,3.8,0.1,0.6,300,2000,1400,21000,,,2016,Dhansiri,,,
1529,DEEPAR BEEL,ASSAM,22,33,3.1,12.2,6.8,8.2,121,294,0.8,11,0.5,1.4,300,2100,730,21000,,,2016,Dhansiri,,,
1530,"DIGBOI AT LAKHIPATHE, RESERVE FOREST, DIGBOI",ASSAM,18,30,3,7.6,6.4,10,43,835,1.2,14,0.1,8,2.0,1400,1500,29000,,,2016,Dhansiri,,,
2231,DIKHOW AT DIKHOW BRIDGE SIVASAGAR,ASSAM,18,30,4.9,7.9,6.6,7.8,67,208,0.6,3,0.1,0.7,300,7500,1500,110000,,,2016,Dhansiri,,,
1298,DISANG AT GUNDAMGHAT,ASSAM,17,30,4.8,6.7,6.2,7.9,52,218,0.6,4.2,0.2,4.3,2.0,2800,360,110000,,,2016,Dhansiri,,,
2058,"DISANG AT DILLIGHAT, DIBRUGARH DIST",ASSAM,19,28,3.4,8,6.8,8.3,56,171,0.8,2.8,0.1,0.7,2.0,730,1400,21000,,,2016,Dhansiri,,,
2063,"JAI BHARALI NEAR BISWANATH CHARALI, SONITPUR",ASSAM,15,30,6.5,8.8,7,8.2,44,72,0.4,2.1,0.1,1.1,2.0,720,300,29000,,,2016,Dhansiri,,,
1258,JHANJI AT N.H. CROSSING JORHAT,ASSAM,17,30,4.8,7.5,6.4,8.1,36,124,1.1,3.8,0.1,2.1,300,1400,930,110000,,,2016,Dhansiri,,,
2237,"KALONG AT U/S OF ANANDARAM DEKIAL PHUKAN BRIDGE, NAGAON",ASSAM,21,32,3.6,6.7,6.4,7.7,38,188,0.8,3.7,0.1,4.6,300,24000,2800,240000,,,2016,Dhansiri,,,
2236,"KAPILI AT DHARMTUL BRIDGE, NH-31, NAGAON",ASSAM,20,33,5,8.3,6.3,7.9,54,96,0.8,3.3,0.1,1.1,360,12000,1500,29000,,,2016,Dhansiri,,,
2523,"KAROLA, D/S OF JALPAIGURI, NEAR MIN BHAWAN",WEST BENGAL,20,34,4.1,8.4,6.7,7.8,52.6,138.5,1,3.3,0,0.5,2100,30000,7000,90000,,,2016,Dhansiri,,,
2061,KHARSANG B/C WITH BURIDIHING NEAR KHARSANG (ASSAM-ARUNANCHAL BORDER),ASSAM,19,30,5.5,7.9,6.6,8.3,56,156,1,7.2,0.1,3.9,2.0,910,730,3600,,,2016,Dhansiri,,,
2232,"KOHORA AT N.H. CROSSING, KOHORA",ASSAM,19,29,3.9,9.1,6.3,8.2,22,76,0.9,4.4,0.1,2.1,91,2700,2100,21000,,,2016,Dhansiri,,,
2059,KOLONG AT MARIGAON,ASSAM,20,37,4.6,7.7,6.6,8.4,49,103,0.6,4.3,0.2,3.1,2.0,2800,1500,240000,,,2016,Dhansiri,,,
2229,"KUNDLI AT KUNDLI/ SAPAKHOWA, SADIA",ASSAM,18,28,6.1,8.5,7.1,8.4,74,273,0.6,2.6,0.1,0.8,2.0,910,360,9300,,,2016,Dhansiri,,,
2242,KUSHIARA AT KARIMGANJ,ASSAM,21,27,5.5,6,6.6,7.9,44,147,0.8,2.7,0.1,3.3,2.0,1400,730,110000,,,2016,Dhansiri,,,
3417,"MANU AT MANUGHAT, CONFL POINT OF CHAWMANU CHARRA & MANU RIVER, DHALAI",TRIPURA,26,27,5.2,6.2,6.1,7,81.5,127,1.1,2.3,0.2,0.5,200,240,350,350,,,2016,Dhansiri,,,
3418,MANU D/SAT KAILASHAHAR,TRIPURA,26,28,5.5,7,7.2,8.2,91.5,127,1.9,3.5,0.2,0.6,170,280,280,430,,,2016,Dhansiri,,,
3419,MANU AT KUMARGHAT,TRIPURA,26,28,6.9,8.5,7.2,7.6,91.5,131,1.9,3.6,0.3,0.7,170,350,280,430,,,2016,Dhansiri,,,
2060,"MANAS AT NH-31 CROSSING, BARPETA, DISTRICT",ASSAM,22,31,5.6,6.1,7.5,8.5,106,335,0.6,2.5,0.1,1.1,2.0,2000,2.0,3600,,,2016,Dhansiri,,,
1531,MORA BHARALI AT TEZPUR,ASSAM,19,30,6.5,9,6.5,8.2,81,457,1.1,4.3,0.2,1.2,2.0,3500,360,46000,,,2016,Dhansiri,,,
2065,"PAGLDIA NEAR NALBARI TOWN, DIST. NALBARI",ASSAM,21,35,5.6,8.1,7.5,8.8,117,250,0.7,8.2,0.1,1.3,2.0,2300,1400,21000,,,2016,Dhansiri,,,
2235,"PANCHNAI AT NH-52 CROSSING, ORANG",ASSAM,16,27,6.5,8.7,7,8.3,59,89,0.7,3.8,0.1,1,2.0,1500,910,240000,,,2016,Dhansiri,,,
2234,RANGA NADI D/S OF HYDEL PROJECT,ASSAM,14,30,6.6,8.4,6.9,8.4,60,131,0.4,2.4,0.1,0.8,2.0,910,1000,21000,,,2016,Dhansiri,,,
2239,SANKOSH DHUBRI,ASSAM,21,32,4.3,6,6.7,7.9,49,109,0.8,3.3,0.1,1.1,300,1100,720,12000,,,2016,Dhansiri,,,
2241,SONAI RIVER AT SONAI,ASSAM,24,29,5.5,6.1,6.8,7.9,51,117,0.6,4.4,0.1,0.9,300,1500,910,21000,,,2016,Dhansiri,,,
1261,"SUBANSIRI AT GEREKAMUKH, B/C WITH BRAHMAPUTRA",ASSAM,11,28,7.3,9.7,7,8.3,61,109,0.4,1.8,0.1,2,2.0,720,360,4300,,,2016,Dhansiri,,,
1947,TEESTA AT SILIGURI,WEST BENGAL,11,26,5.6,8.7,6.8,8,48.7,123.3,0.9,3.3,0.1,0.3,2100,14000,2200,90000,,,2016,Dhansiri,,,
1232,MAHI (D/S) CONF WITH R. CHAP (UNDER SAGWARA-SARHI RD. BDG.),RAJASTHAN,21,33,4.1,6.8,7.4,,9,210,700,0.8,2.2,0.1,1.7,,4,7,,7,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,75,,
1863,MAHI AT UMETA BRIDGE,GUJARAT,19,30,5.3,9,6.6,,8.5,270,430,0.6,4.8,0,0.5,,11,49,,33,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,130,,
1864,MAHI AT MUJPUR,GUJARAT,27,33,6,9,7.3,,8.5,307,568,0.9,4.9,0.1,3.9,,12,46,,47,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,96,,
1229,MAHI NEAR RAJASTHAN BORDER AT KADANA DAM,GUJARAT,29,32,6.2,9,7.3,,8.5,298,409,0.1,6.5,0.1,0.9,,2,11,,11,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,33,,
1230,MAHI AFTER CONF. WITH ANAS AT PARDI (BANASWADA),GUJARAT,30,33,5.6,8.9,7.1,,8.5,281,436,0.2,7,0,0.5,,12,46,,47,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,130,,
1231,MAHI AT VIRPUR,GUJARAT,28,32,3,8.9,7.5,,8.5,291,422,0.1,2.6,0,0.5,,2,46,,11,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,120,,
1233,MAHI AT BADNAWAR,MADHYA PRADESH,23,29,6.9,7.8,7.8,,8.3,28,492,1.1,1.4,0.7,1.7,,,,,40,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,150,,
3206,MAHI AT SHERKHI BRIDGE,GUJARAT,26,31,6,9,7.5,,8.5,282,2612,1,5.9,0.1,0.6,,11,27,,33,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,79,,
3318,"MAHI AT RANISINGH VILLAGE, RATLAM, UJJAIN",MADHYA PRADESH,19,31,6.8,9.5,7.1,,8.7,380,532,1.5,2.8,0.7,2.4,,4,13,,30,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,300,,
2102,"SHIVNA AT RAMGHAT, MANDSAUR",MADHYA PRADESH,23,31,7,7.6,7.3,,8.7,405,790,1.4,2.9,1,2.8,,3,13,,50,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,350,,
2103,"JAMMER AT DHOLOWAD, RATLAM MADHYA PRADESH",,19,31,6.8,8.1,7.4,,8.6,275,510,1.6,2.6,0.7,3.1,,3,8,,30,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,170,,
2104,MALEI AT JAORA,MADHYA PRADESH,19,30,6,7.6,7.8,,8.5,580,1319,2.2,3.5,0.9,3.7,,6,900,,140,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,1600,,
2105,CHILLAR AT SHAJAPUR,MADHYA PRADESH,21,30,4.8,7.4,7.4,,8.8,290,611,1.8,2.9,0.1,2.3,,4,50,,40,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,350,,
1228,"ANAS AT DAHOD,(KUSHALGARH),DIST. PANCHMAHAL",GUJARAT,30,32,3.8,8.9,7.5,,9,291,607,0.2,4.3,0,0.5,,11,26,,33,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,70,,
1227,PANAM AT LUNAWADA,GUJARAT,28,32,5.6,9,7.6,,8.5,289,427,0.1,2.3,0,0.2,,12,46,,47,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,96,,
3204,VISHWAMITRI DOWNSTREAM AT KHALIPUR VILLAG,GUJARAT,26,30,0.8,2.2,7,,8.1,526,1441,2.1,20,0.1,0.3,,330,400,,1600,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,2200,,
3205,"VISHWAMITRI, UPSTREAM AT ASOD BRIDGE AT NH-8 NEAR GLDEN CHOKDI, ASOD VEMALI ROAD",GUJARAT,26,30,4.9,9.2,7.8,,8.3,234,555,1,6,0,0.4,,4,14,,21,2016,Tributary Streams - Mahi And Its Tributary Streams Shivna,49,,
1221,SABARMATI AT KHEROJ BRIDGE,GUJARAT,25,27,4.1,7.7,7.4,8.5,356,874,,1.4,4,0.1,0.2,1.8,14,6.8,120,,2016,Tributary Streams - Sabarmati And Its Tributary Stream Khari,,,
1223,SABARMATI A/C WITH MESHWA AT VAUTHA NEAR DHOKLA,GUJARAT,26,30,1.1,7.2,7.4,8.4,447,2719,,1.6,52,0,0.5,20,260,210,1400,,2016,Tributary Streams - Sabarmati And Its Tributary Stream Khari,,,
1407,"SABARMATI AT GANDHI NAGAR CHILODA BRIDGE,LEKAWADA",GUJARAT,28,32,5,8.2,7.9,8.5,217,314,,0.6,7,0,0.1,4,14,13,70,,2016,Tributary Streams - Sabarmati And Its Tributary Stream Khari,,,
1408,"SABARMATI AT VILL. MIROLI TALUKA DASCROI,AHMEDABAD",GUJARAT,28,33,7.1,7.1,7.4,8.8,759,3389,,5,68,0.1,0.6,25,630,540,4800,,2016,Tributary Streams - Sabarmati And Its Tributary Stream Khari,,,
1409,SABARMATI AT RAILWAY BRIDGE AHMEDABAD,GUJARAT,25,28,3.4,7.2,8.0,8.4,300,597,,1.7,28,0.1,0.4,11,26,70,220,,2016,Tributary Streams - Sabarmati And Its Tributary Stream Khari,,,
1482,"SABARMATI AT MAHUDI JAIN TEMPLE, 150 KM. FORM ORIGIN",GUJARAT,27,29,4,8.8,7.8,8.4,278,427,,1.2,3,0,0.1,4,11,21,31,,2016,Tributary Streams - Sabarmati And Its Tributary Stream Khari,,,
