year,code,station,state,section_title,pH,conductivity_uScm,BOD_mg_L,DO_mg_L,nitrate_mg_L,waterbody,date
2020,1001,BEAS AT U/S MANALI,HIMACHAL PRADESH,Beas,7.8,90.0,,10.1,,BEAS,2020-06-30
2020,4444,RIVER BEAS D/S OF WPF AT MANALI,HIMACHAL PRADESH,Beas,7.35,70.5,,9.3,,BEAS,2020-06-30
2020,4037,RIVER BEAS D/S MANALSU NALLAH,HIMACHAL PRADESH,Beas,7.35,452.0,,9.95,,BEAS,2020-06-30
2020,2601,BEAS AT D/S MANALI,HIMACHAL PRADESH,Beas,7.35,393.0,,9.65,,BEAS,2020-06-30
2020,2602,BEAS AT U/S KULLU,HIMACHAL PRADESH,Beas,7.6,488.5,,9.55,,BEAS,2020-06-30
2020,4445,RIVER BEAS D/S OF WPF AT KULLU,HIMACHAL PRADESH,Beas,7.6,99.5,,9.35,,BEAS,2020-06-30
2020,1002,BEAS AT D/S KULU,HIMACHAL PRADESH,Beas,7.65,110.5,,9.25,,BEAS,2020-06-30
2020,1003,BEAS AT D/S AUT,HIMACHAL PRADESH,Beas,7.449999999999999,96.0,,9.15,,BEAS,2020-06-30
2020,1004,BEAS AT U/S PANDON DAM,HIMACHAL PRADESH,Beas,7.55,107.5,,9.05,,BEAS,2020-06-30
2020,2603,BEAS AT D/S PANDOH DAM,HIMACHAL PRADESH,Beas,7.8,114.0,,9.350000000000001,,BEAS,2020-06-30
2020,1005,BEAS AT EXIT OF TUNNEL DEHAL POWER HOUSE,HIMACHAL PRADESH,Beas,7.95,144.5,,8.899999999999999,,BEAS,2020-06-30
2020,1550,BEAS U/S MANDI,HIMACHAL PRADESH,Beas,7.6499999999999995,123.5,,9.100000000000001,,BEAS,2020-06-30
2020,1006,BEAS AT D/S MANDI,HIMACHAL PRADESH,Beas,7.949999999999999,822.0,,9.4,,BEAS,2020-06-30
2020,2604,BEAS AT D/S JAISINGHPUR,HIMACHAL PRADESH,Beas,7.949999999999999,245.0,,8.85,,BEAS,2020-06-30
2020,1007,BEAS AT D/S ALAMPUR,HIMACHAL PRADESH,Beas,7.85,247.5,,9.05,,BEAS,2020-06-30
2020,3855,"BEAS D/S NADAUN BRIDGE, VILL BHADOLI",HIMACHAL PRADESH,Beas,7.85,254.5,,8.7,,BEAS,2020-06-30
2020,1009,BEAS AT D/S PONG DAM,HIMACHAL PRADESH,Beas,7.4,240.5,,7.199999999999999,,BEAS,2020-06-30
2020,1008,BEAS AT D/S DEHRAGOPIPUR,HIMACHAL PRADESH,Beas,7.85,248.5,,8.95,,BEAS,2020-06-30
2020,4435,RIVER BEAS U/S SUJANPUR TIHRA,HIMACHAL PRADESH,Beas,7.6499999999999995,257.5,,9.0,,BEAS,2020-06-30
2020,4436,RIVER BEAS D/S SUJANPUR TIHRA,HIMACHAL PRADESH,Beas,8.05,317.5,,8.899999999999999,,BEAS,2020-06-30
2020,4437,RIVER BEAS U/S NADAUM TOWN,HIMACHAL PRADESH,Beas,7.800000000000001,393.0,,9.05,,BEAS,2020-06-30
2020,4438,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,HIMACHAL PRADESH,Beas,7.9,249.5,,8.85,0.8250000000000001,BEAS,2020-06-30
2020,4443,RIVER BEAS AT RAISON,HIMACHAL PRADESH,Beas,7.6,94.0,,10.0,,BEAS,2020-06-30
2020,30083,BEAS AT TALWARA (PONG DAM),INTER-STATE,Beas,8.1,194.0,1.0,9.2,,BEAS,2020-06-30
2020,30084,"BEAS AT D/S CHANGARWA VILLAGE, (PUNJAB)",INTER-STATE,Beas,7.2,244.0,1.0,8.1,,BEAS,2020-06-30
2020,1693,"BEAS AT TALWARA H/W, PUNJAB",PUNJAB,Beas,7.8,211.0,1.2,7.4,,BEAS,2020-06-30
2020,1694,"BEAS AT U/S PATHANKOT, PUNJAB",PUNJAB,Beas,7.65,306.5,1.2,7.3,0.65,BEAS,2020-06-30
2020,1010,"BEAS AT MIRTHAL BRIDGE, GURDASPUR",PUNJAB,Beas,7.8,298.0,1.25,7.65,0.6000000000000001,BEAS,2020-06-30
2020,1695,"BEAS D/S PATHANKOT, PUNJAB",PUNJAB,Beas,7.75,311.0,1.35,7.3,0.65,BEAS,2020-06-30
2020,1294,"BEAS AT 1KM.D/S OF EFFL. DISH. POINT AT MUKERIAN ,",PUNJAB,Beas,7.8,291.5,1.3,7.0,0.65,BEAS,2020-06-30
2020,4164,"BEAS RIVER, NR VILL KIRI AFGHANA, TEHSIL BATALA, GURDASPUR",PUNJAB,Beas,7.85,267.0,1.2,7.3500000000000005,0.7,Beas,2020-06-30
2020,1012,BEAS AT 100M D/S INDUST. DISCH. GOINDWAL,PUNJAB,Beas,7.85,233.5,1.15,7.95,,BEAS,2020-06-30
2020,1696,"BEAS U/S GOINDWAL, PUNJAB",PUNJAB,Beas,7.949999999999999,229.0,1.15,4.6000000000000005,,BEAS,2020-06-30
2020,1697,"BEAS AT HARIKE, PUNJAB",PUNJAB,Beas,7.949999999999999,236.0,1.1,8.2,,BEAS,2020-06-30
2020,3866,MANALSU NALLAH BEFORE CONFLUENCE TO RIVER BEAS,HIMACHAL PRADESH,Beas,7.75,229.5,,10.0,,Beas,2020-06-30
2020,3867,SARVARI NALLAH BEFORE CONFLUENCE TO RIVER BEAS,HIMACHAL PRADESH,Beas,7.4,153.0,,9.7,0.46499999999999997,Beas,2020-06-30
2020,3868,BARAGRAM NALLAH BEFORE CONFLUENCE TO RIVER BEAS,HIMACHAL PRADESH,Beas,7.5,74.5,,10.05,0.515,Beas,2020-06-30
2020,1867,"SUTLEJ RIVER B/C WITH RIVER SPITI AT KHAB, DISTT. KINNAUR",HIMACHAL PRADESH,Sutlej,7.800000000000001,2691.0,,9.25,,B/C WITH RIVER SPITI,2020-06-30
2020,2611,SUTLEJ AT KHAB,HIMACHAL PRADESH,Sutlej,7.800000000000001,1853.0,,9.3,,SUTLEJ,2020-06-30
2020,3872,SUTLEJ RIVER D/S TIDONG HEP,HIMACHAL PRADESH,Sutlej,8.0,2035.5,,8.6,,RIVER,2020-06-30
2020,4448,RIVER SUTLEJ U/S CONFLUENCES OF RIVER TIDONG HIMACHAL PRADESH,nan,Sutlej,7.95,2332.5,,8.75,,SUTLEJ,2020-06-30
2020,4449,RIVER SUTLEJ D/S CONFLUENCES OF RIVER TIDONG HIMACHAL PRADESH,nan,Sutlej,8.1,2286.5,,8.65,,SUTLEJ,2020-06-30
2020,4452,RIVER SUTLEJ U/S CONFLUENCES OF RIVER BASPA,HIMACHAL PRADESH,Sutlej,8.1,2167.5,,9.05,,SUTLEJ,2020-06-30
2020,3871,SUTLEJ RIVER D/S POWER HOUSE KASHANG HEP,HIMACHAL PRADESH,Sutlej,7.95,2331.5,,8.6,,RIVER,2020-06-30
2020,3870,RIVER SUTLEJ AT KARCHAM DRAIN,HIMACHAL PRADESH,Sutlej,8.2,2152.0,,8.5,,SUTLEJ,2020-06-30
2020,1389,SUTLEJ AT NEPTHA ZAKHAI,HIMACHAL PRADESH,Sutlej,7.800000000000001,1929.5,,8.5,,SUTLEJ,2020-06-30
2020,3869,SUTLEJ RIVER D/S TRT OF RAMPUR HYDEL ELECTRIC PROJECT,HIMACHAL PRADESH,Sutlej,7.85,1986.5,,8.45,0.66,RIVER,2020-06-30
2020,1086,SUTLEJ AT U/S RAMPUR,HIMACHAL PRADESH,Sutlej,7.9,1537.5,,8.75,,SUTLEJ,2020-06-30
2020,1087,SUTLEJ AT D/S RAMPUR,HIMACHAL PRADESH,Sutlej,7.75,1953.0,,7.1,,SUTLEJ,2020-06-30
2020,1013,SUTLEJ AT U/S TATAPANI,HIMACHAL PRADESH,Sutlej,7.9,1951.5,,8.45,,SUTLEJ,2020-06-30
2020,4446,RIVER SUTLEJ U/S IANDFILL SITE RAMPUR,HIMACHAL PRADESH,Sutlej,7.9,1934.5,,8.8,,SUTLEJ,2020-06-30
2020,4447,RIVER STLUJ D/S LANDFILL SITE RAMPUR,HIMACHAL PRADESH,Sutlej,7.95,1952.0,,8.65,,STLUJ,2020-06-30
2020,1014,SUTLEJ AT U/S SLAPPER,HIMACHAL PRADESH,Sutlej,7.9,153.0,,8.95,,SUTLEJ,2020-06-30
2020,1015,SUTLEJ AT D/S SLAPPER,HIMACHAL PRADESH,Sutlej,7.85,145.0,,8.55,,SUTLEJ,2020-06-30
2020,1016,SUTLEJ AT D/S BHAKHRA,HIMACHAL PRADESH,Sutlej,7.6499999999999995,223.5,,8.75,,SUTLEJ,2020-06-30
2020,4032,U/S KHAIRIAN SOLID WASTE DUMPING SITE BILASPUR,HIMACHAL PRADESH,Sutlej,8.15,241.5,,8.65,,Sutlej,2020-06-30
2020,4033,D/S KHAIRIAN SOLID WASTE DUMPING SITE BILASPUR,HIMACHAL PRADESH,Sutlej,7.8500000000000005,286.5,,9.399999999999999,,Sutlej,2020-06-30
2020,4451,RIVER SUTLEJ D/S CONFLUENCE WITH GANVI KHAD HIMACHAL PRADESH,nan,Sutlej,8.0,1975.0,,9.100000000000001,,SUTLEJ,2020-06-30
2020,30009,SUTLEJ AT NANGAL (H.P.),INTER-STATE,Sutlej,7.5,1047.0,1.2,9.55,0.51,SUTLEJ,2020-06-30
2020,30010,SUTLEJ AT NOORPUR BEDI ROAD (PUNJAB),INTER-STATE,Sutlej,7.699999999999999,1054.5,1.0,9.45,0.41000000000000003,SUTLEJ,2020-06-30
2020,30087,"RIVER SUTLEJ U/S AT OLINDA, NEAR BHAKRA DAM, H.P.",INTER-STATE,Sutlej,7.1,181.0,1.0,8.9,,SUTLEJ,2020-06-30
2020,1814,"SUTLEJ AT D/S KIRATPUR SAHIB, PUNJAB",PUNJAB,Sutlej,7.85,250.0,1.0,8.8,1.895,SUTLEJ,2020-06-30
2020,2915,"SUTLEJ AT 100 MT. D/S OF PACL, NANGAL, PUNJAB",PUNJAB,Sutlej,8.0,286.5,1.1,8.9,1.9049999999999998,SUTLEJ,2020-06-30
2020,1380,"SUTLEJ AT D/S NFL, PUNJAB",PUNJAB,Sutlej,8.95,283.0,1.0,8.95,2.1,SUTLEJ,2020-06-30
2020,10020,RIVER SUTLEJ AT ANANDPUR SAHIB,PUNJAB,Sutlej,8.100000000000001,297.0,1.0,8.8,2.59,SUTLEJ,2020-06-30
2020,10021,RIVER SUTLEJ AT BUNGA SAHIB,PUNJAB,Sutlej,8.05,230.5,1.1,8.95,1.58,SUTLEJ,2020-06-30
2020,10022,RIVER SUTLEJ AT PHILLAUR U/S,PUNJAB,Sutlej,7.2,276.0,2.5,6.9,,SUTLEJ,2020-06-30
2020,10023,RIVER SUTLEJ AT PHAGWARA U/S (CHAHERU BRIDGE),PUNJAB,Sutlej,7.15,839.5,9.8,2.6,0.56,SUTLEJ,2020-06-30
2020,10024,RIVER SUTLEJ AT PHAGWARA D/S (KANGANIWAL BRIDGE),PUNJAB,Sutlej,7.25,1053.5,15.0,0.65,1.2000000000000002,SUTLEJ,2020-06-30
